CMDLINE c:\users\hinjeniero\appdata\local\programs\python\python37\python.exe .\main.py
MEM 0.679688 1561745601.0855
MEM 12.937500 1561745601.1939
MEM 20.292969 1561745601.3009
MEM 26.621094 1561745601.4079
MEM 31.105469 1561745601.5221
MEM 40.539062 1561745601.6329
MEM 45.539062 1561745601.7406
MEM 47.324219 1561745601.8469
MEM 47.324219 1561745601.9529
MEM 47.324219 1561745602.0599
MEM 47.324219 1561745602.1720
MEM 47.332031 1561745602.2800
MEM 47.332031 1561745602.3870
MEM 49.480469 1561745602.4952
MEM 51.472656 1561745602.6037
MEM 57.917969 1561745602.7120
MEM 63.664062 1561745602.8191
MEM 67.058594 1561745602.9282
MEM 71.789062 1561745603.0357
MEM 74.570312 1561745603.1426
MEM 75.906250 1561745603.2494
MEM 76.554688 1561745603.3565
MEM 80.937500 1561745603.4627
MEM 84.972656 1561745603.5713
MEM 97.945312 1561745603.6784
MEM 135.867188 1561745603.7862
MEM 146.589844 1561745603.8958
MEM 147.472656 1561745604.0046
MEM 149.722656 1561745604.1118
MEM 151.718750 1561745604.2205
MEM 151.304688 1561745604.3306
MEM 152.632812 1561745604.4379
MEM 156.042969 1561745604.5455
MEM 157.593750 1561745604.6526
MEM 163.390625 1561745604.7615
MEM 165.687500 1561745604.8705
MEM 168.519531 1561745604.9784
MEM 173.648438 1561745605.0870
MEM 175.226562 1561745605.1944
MEM 176.421875 1561745605.3007
MEM 178.980469 1561745605.4081
MEM 182.320312 1561745605.5154
MEM 192.816406 1561745605.6229
MEM 196.722656 1561745605.7315
MEM 198.722656 1561745605.8385
MEM 202.082031 1561745605.9448
MEM 202.957031 1561745606.0519
MEM 205.820312 1561745606.1598
MEM 206.730469 1561745606.2675
MEM 208.003906 1561745606.3735
MEM 208.417969 1561745606.4810
MEM 208.878906 1561745606.5877
MEM 210.222656 1561745606.6975
MEM 211.460938 1561745606.8046
MEM 212.730469 1561745606.9123
MEM 213.347656 1561745607.0206
MEM 214.917969 1561745607.1278
MEM 215.582031 1561745607.2346
MEM 216.371094 1561745607.3408
MEM 217.050781 1561745607.4499
MEM 217.917969 1561745607.5588
MEM 218.980469 1561745607.6666
MEM 219.250000 1561745607.7745
MEM 219.433594 1561745607.8826
MEM 219.636719 1561745607.9907
MEM 219.648438 1561745608.0988
MEM 219.914062 1561745608.2065
MEM 220.703125 1561745608.3151
MEM 220.769531 1561745608.4231
MEM 222.335938 1561745608.5298
MEM 222.343750 1561745608.6385
MEM 234.558594 1561745608.7471
MEM 236.828125 1561745608.8547
MEM 236.710938 1561745608.9636
MEM 228.085938 1561745609.0717
MEM 233.980469 1561745609.1800
MEM 235.687500 1561745609.2866
MEM 238.109375 1561745609.3936
MEM 241.734375 1561745609.5019
MEM 243.761719 1561745609.6099
MEM 248.000000 1561745609.7188
MEM 252.121094 1561745609.8257
