CMDLINE c:\users\hinjeniero\appdata\local\programs\python\python37\python.exe .\main.py
MEM 0.511719 1560016848.8160
MEM 11.789062 1560016848.9160
MEM 19.453125 1560016849.0170
MEM 23.195312 1560016849.1390
MEM 27.339844 1560016849.2400
MEM 32.183594 1560016849.3400
MEM 41.550781 1560016849.4410
MEM 47.773438 1560016849.5410
MEM 47.875000 1560016849.6420
MEM 47.875000 1560016849.7420
MEM 47.875000 1560016849.8430
MEM 47.875000 1560016849.9430
MEM 47.875000 1560016850.0440
MEM 47.882812 1560016850.1441
MEM 47.332031 1560016850.2450
MEM 51.714844 1560016850.3451
MEM 60.566406 1560016850.4460
MEM 64.507812 1560016850.5460
MEM 69.230469 1560016850.6467
MEM 74.835938 1560016850.7471
MEM 76.160156 1560016850.8481
MEM 77.648438 1560016850.9481
MEM 76.875000 1560016851.0484
MEM 79.148438 1560016851.1493
MEM 82.222656 1560016851.2503
MEM 92.031250 1560016851.3504
MEM 102.527344 1560016851.4513
MEM 103.203125 1560016851.5513
MEM 103.433594 1560016851.6523
MEM 105.027344 1560016851.7524
MEM 105.246094 1560016851.8524
MEM 105.562500 1560016851.9524
MEM 106.132812 1560016852.0525
MEM 107.707031 1560016852.1534
MEM 109.015625 1560016852.2535
MEM 108.949219 1560016852.3535
MEM 108.222656 1560016852.4540
MEM 108.527344 1560016852.5541
MEM 109.726562 1560016852.6550
MEM 109.964844 1560016852.7552
MEM 110.187500 1560016852.8561
MEM 112.074219 1560016852.9561
MEM 123.824219 1560016853.0561
MEM 124.320312 1560016853.1571
MEM 115.613281 1560016853.2581
MEM 115.882812 1560016853.3587
MEM 116.324219 1560016853.4591
MEM 116.375000 1560016853.5598
MEM 116.535156 1560016853.6603
MEM 116.601562 1560016853.7603
MEM 116.949219 1560016853.8603
MEM 117.105469 1560016853.9613
MEM 117.160156 1560016854.0613
MEM 117.203125 1560016854.1613
MEM 117.296875 1560016854.2623
MEM 117.296875 1560016854.3629
MEM 117.296875 1560016854.4634
MEM 117.773438 1560016854.5644
MEM 117.773438 1560016854.6644
MEM 118.292969 1560016854.7644
MEM 119.460938 1560016854.8644
MEM 126.539062 1560016854.9654
MEM 119.660156 1560016855.0655
MEM 122.289062 1560016855.1664
MEM 124.976562 1560016855.2665
MEM 125.796875 1560016855.3674
MEM 130.296875 1560016855.4674
MEM 134.402344 1560016855.5684
MEM 138.742188 1560016855.6685
MEM 140.332031 1560016855.7689
MEM 143.261719 1560016855.8694
MEM 141.593750 1560016855.9704
MEM 144.214844 1560016856.0704
MEM 148.558594 1560016856.1714
MEM 151.140625 1560016856.2714
MEM 154.816406 1560016856.3714
MEM 159.804688 1560016856.4724
MEM 164.914062 1560016856.5734
MEM 165.707031 1560016856.6734
MEM 165.871094 1560016856.7735
MEM 165.933594 1560016856.8744
MEM 165.921875 1560016856.9745
MEM 166.664062 1560016857.0754
MEM 167.351562 1560016857.1754
MEM 167.968750 1560016857.2755
MEM 168.574219 1560016857.3765
MEM 169.109375 1560016857.4770
MEM 170.003906 1560016857.5780
MEM 173.925781 1560016857.6782
MEM 182.800781 1560016857.7782
MEM 191.847656 1560016857.8783
MEM 195.937500 1560016857.9792
MEM 195.937500 1560016858.0793
MEM 195.937500 1560016858.1803
MEM 195.937500 1560016858.2806
MEM 195.941406 1560016858.3816
MEM 195.941406 1560016858.4819
MEM 195.941406 1560016858.5821
MEM 195.941406 1560016858.6826
MEM 195.945312 1560016858.7832
MEM 195.945312 1560016858.8839
MEM 195.949219 1560016858.9845
MEM 195.949219 1560016859.0846
MEM 195.949219 1560016859.1850
MEM 195.949219 1560016859.2857
MEM 195.953125 1560016859.3866
MEM 195.953125 1560016859.4866
MEM 195.953125 1560016859.5869
MEM 195.953125 1560016859.6872
MEM 195.953125 1560016859.7877
MEM 195.984375 1560016859.8886
MEM 195.984375 1560016859.9890
MEM 195.988281 1560016860.0892
MEM 195.988281 1560016860.1897
MEM 195.988281 1560016860.2897
MEM 195.992188 1560016860.3897
MEM 195.992188 1560016860.4899
MEM 195.992188 1560016860.5905
MEM 195.996094 1560016860.6908
MEM 196.000000 1560016860.7917
MEM 196.000000 1560016860.8918
MEM 196.000000 1560016860.9925
MEM 196.062500 1560016861.0925
MEM 196.062500 1560016861.1932
MEM 196.062500 1560016861.2942
MEM 196.062500 1560016861.3947
MEM 196.062500 1560016861.4956
MEM 196.062500 1560016861.5957
MEM 196.062500 1560016861.6959
MEM 196.062500 1560016861.7961
MEM 196.062500 1560016861.8962
MEM 196.062500 1560016861.9963
MEM 196.062500 1560016862.0974
MEM 196.062500 1560016862.1981
MEM 196.062500 1560016862.2993
MEM 196.062500 1560016862.3995
MEM 196.062500 1560016862.4996
MEM 196.062500 1560016862.5999
MEM 196.062500 1560016862.6999
MEM 196.062500 1560016862.8009
MEM 196.062500 1560016862.9019
MEM 196.062500 1560016863.0029
MEM 196.125000 1560016863.1029
MEM 196.125000 1560016863.2029
MEM 196.125000 1560016863.3031
MEM 196.125000 1560016863.4039
MEM 196.125000 1560016863.5047
MEM 196.125000 1560016863.6051
MEM 196.125000 1560016863.7059
MEM 196.125000 1560016863.8061
MEM 196.125000 1560016863.9071
MEM 196.125000 1560016864.0078
MEM 196.125000 1560016864.1081
MEM 196.125000 1560016864.2084
MEM 196.125000 1560016864.3091
MEM 196.125000 1560016864.4092
MEM 196.125000 1560016864.5097
MEM 196.128906 1560016864.6103
MEM 196.128906 1560016864.7103
MEM 196.128906 1560016864.8104
MEM 196.128906 1560016864.9112
MEM 196.128906 1560016865.0115
MEM 196.128906 1560016865.1122
MEM 196.128906 1560016865.2123
MEM 196.128906 1560016865.3131
MEM 196.128906 1560016865.4141
MEM 196.128906 1560016865.5141
MEM 196.128906 1560016865.6142
MEM 196.128906 1560016865.7151
MEM 196.128906 1560016865.8151
MEM 196.128906 1560016865.9151
MEM 196.128906 1560016866.0161
MEM 196.128906 1560016866.1171
MEM 196.128906 1560016866.2181
MEM 196.128906 1560016866.3191
