CMDLINE c:\users\hinjeniero\appdata\local\programs\python\python37\python.exe .\main.py
MEM 0.695312 1561744638.4895
MEM 13.023438 1561744638.5971
MEM 21.210938 1561744638.7051
MEM 26.863281 1561744638.8121
MEM 31.976562 1561744638.9203
MEM 41.617188 1561744639.0272
MEM 47.363281 1561744639.1343
MEM 47.363281 1561744639.2403
MEM 47.363281 1561744639.3473
MEM 47.363281 1561744639.4580
MEM 47.363281 1561744639.5683
MEM 47.363281 1561744639.6768
MEM 47.371094 1561744639.7858
MEM 48.207031 1561744639.8937
MEM 51.042969 1561744640.0017
MEM 56.472656 1561744640.1109
MEM 62.410156 1561744640.2193
MEM 65.867188 1561744640.3270
MEM 69.183594 1561744640.4331
MEM 73.281250 1561744640.5411
MEM 75.011719 1561744640.6467
MEM 76.441406 1561744640.7542
MEM 76.636719 1561744640.8614
MEM 82.175781 1561744640.9712
MEM 84.695312 1561744641.0789
MEM 97.343750 1561744641.1885
MEM 135.835938 1561744641.2949
MEM 139.195312 1561744641.4041
MEM 143.910156 1561744641.5115
MEM 143.925781 1561744641.6215
MEM 145.945312 1561744641.7296
MEM 146.761719 1561744641.8371
MEM 149.484375 1561744641.9443
MEM 151.421875 1561744642.0523
MEM 157.613281 1561744642.1602
MEM 157.714844 1561744642.2684
MEM 162.511719 1561744642.3768
MEM 164.906250 1561744642.4847
MEM 164.921875 1561744642.5912
MEM 168.132812 1561744642.6997
MEM 168.718750 1561744642.8064
MEM 169.523438 1561744642.9134
MEM 173.195312 1561744643.0216
MEM 175.621094 1561744643.1313
MEM 189.000000 1561744643.2405
MEM 198.804688 1561744643.3477
MEM 193.457031 1561744643.4551
MEM 193.472656 1561744643.5635
MEM 194.390625 1561744643.6746
MEM 195.058594 1561744643.7895
MEM 197.785156 1561744643.8977
MEM 199.500000 1561744644.0069
MEM 201.171875 1561744644.1143
MEM 202.144531 1561744644.2224
MEM 202.816406 1561744644.3315
MEM 202.636719 1561744644.4405
MEM 202.898438 1561744644.5492
MEM 204.710938 1561744644.6565
MEM 206.886719 1561744644.7633
MEM 206.960938 1561744644.8713
MEM 208.566406 1561744644.9803
MEM 207.445312 1561744645.0889
MEM 207.519531 1561744645.1976
MEM 208.070312 1561744645.3069
MEM 208.230469 1561744645.4160
MEM 208.316406 1561744645.5236
MEM 208.816406 1561744645.6310
MEM 209.160156 1561744645.7387
MEM 209.886719 1561744645.8448
MEM 211.710938 1561744645.9524
MEM 219.398438 1561744646.0616
MEM 221.023438 1561744646.1698
MEM 229.273438 1561744646.2774
MEM 217.824219 1561744646.3847
MEM 221.710938 1561744646.4954
MEM 223.464844 1561744646.6026
MEM 225.671875 1561744646.7098
MEM 230.191406 1561744646.8188
MEM 233.632812 1561744646.9266
MEM 239.484375 1561744647.0346
MEM 242.132812 1561744647.1446
MEM 244.769531 1561744647.2516
MEM 247.515625 1561744647.3603
MEM 249.917969 1561744647.4687
MEM 252.417969 1561744647.5772
MEM 255.109375 1561744647.6855
MEM 257.750000 1561744647.7929
MEM 260.535156 1561744647.9005
MEM 266.433594 1561744648.0087
MEM 269.082031 1561744648.1167
MEM 272.316406 1561744648.2236
MEM 274.378906 1561744648.3315
MEM 280.300781 1561744648.4396
MEM 284.656250 1561744648.5475
MEM 287.621094 1561744648.6574
MEM 257.042969 1561744648.7651
MEM 266.480469 1561744648.8730
MEM 270.687500 1561744648.9801
MEM 274.144531 1561744649.0879
MEM 276.406250 1561744649.1954
MEM 279.363281 1561744649.3018
MEM 282.203125 1561744649.4106
MEM 286.089844 1561744649.5186
MEM 290.347656 1561744649.6268
MEM 290.796875 1561744649.7347
MEM 299.054688 1561744649.8431
MEM 298.019531 1561744649.9526
MEM 298.187500 1561744650.0617
MEM 303.875000 1561744650.1750
MEM 305.527344 1561744650.2828
MEM 307.566406 1561744650.3916
MEM 324.046875 1561744650.4983
MEM 343.171875 1561744650.6047
MEM 359.730469 1561744650.7126
MEM 387.835938 1561744650.8196
MEM 399.386719 1561744650.9282
MEM 399.863281 1561744651.0348
MEM 401.570312 1561744651.1432
MEM 403.125000 1561744651.2508
MEM 405.343750 1561744651.3607
MEM 407.460938 1561744651.4665
MEM 409.652344 1561744651.5732
MEM 411.957031 1561744651.6796
MEM 414.054688 1561744651.7865
MEM 415.398438 1561744651.8953
MEM 417.628906 1561744652.0024
MEM 419.207031 1561744652.1097
MEM 421.855469 1561744652.2158
MEM 424.226562 1561744652.3222
MEM 426.734375 1561744652.4291
MEM 428.355469 1561744652.5356
MEM 430.492188 1561744652.6433
MEM 405.750000 1561744652.7495
MEM 407.417969 1561744652.8556
MEM 409.468750 1561744652.9642
MEM 413.593750 1561744653.0707
MEM 423.105469 1561744653.1785
MEM 432.566406 1561744653.2849
MEM 435.125000 1561744653.3934
MEM 435.128906 1561744653.5010
MEM 435.128906 1561744653.6076
MEM 435.128906 1561744653.7141
MEM 435.136719 1561744653.8218
MEM 435.140625 1561744653.9308
MEM 435.144531 1561744654.0376
MEM 435.144531 1561744654.1464
MEM 435.152344 1561744654.2541
MEM 435.152344 1561744654.3614
MEM 435.152344 1561744654.4679
MEM 435.152344 1561744654.5756
MEM 435.152344 1561744654.6875
MEM 435.152344 1561744654.7944
MEM 435.152344 1561744654.9006
MEM 435.152344 1561744655.0092
MEM 435.152344 1561744655.1169
MEM 435.152344 1561744655.2238
MEM 435.152344 1561744655.3323
MEM 435.152344 1561744655.4400
MEM 435.152344 1561744655.5470
MEM 435.152344 1561744655.6532
MEM 435.152344 1561744655.7622
MEM 435.152344 1561744655.8688
MEM 435.152344 1561744655.9759
MEM 435.152344 1561744656.0840
MEM 435.152344 1561744656.1910
MEM 435.152344 1561744656.2986
MEM 435.152344 1561744656.4072
MEM 435.152344 1561744656.5149
MEM 435.214844 1561744656.6217
MEM 437.296875 1561744656.7286
MEM 446.710938 1561744656.8356
MEM 456.105469 1561744656.9431
MEM 460.148438 1561744657.0509
MEM 460.148438 1561744657.1571
MEM 460.152344 1561744657.2630
MEM 460.152344 1561744657.3708
MEM 459.187500 1561744657.4777
MEM 461.726562 1561744657.5857
MEM 459.296875 1561744657.6937
MEM 459.296875 1561744657.8000
MEM 459.402344 1561744657.9073
MEM 459.402344 1561744658.0143
MEM 461.621094 1561744658.1208
MEM 474.261719 1561744658.2284
MEM 469.500000 1561744658.3359
MEM 473.566406 1561744658.4457
MEM 476.410156 1561744658.5531
MEM 488.875000 1561744658.6611
MEM 499.441406 1561744658.7672
MEM 504.414062 1561744658.8766
MEM 507.757812 1561744658.9838
MEM 512.750000 1561744659.0936
MEM 509.542969 1561744659.2018
MEM 513.023438 1561744659.3117
MEM 514.804688 1561744659.4198
MEM 516.410156 1561744659.5323
MEM 519.210938 1561744659.6431
MEM 521.148438 1561744659.7511
MEM 521.601562 1561744659.8597
MEM 525.785156 1561744659.9681
MEM 529.484375 1561744660.0761
MEM 531.902344 1561744660.1827
MEM 537.019531 1561744660.2906
MEM 540.738281 1561744660.3998
MEM 546.589844 1561744660.5074
MEM 546.675781 1561744660.6156
MEM 546.789062 1561744660.7236
MEM 546.820312 1561744660.8317
MEM 546.968750 1561744660.9387
MEM 546.996094 1561744661.0467
MEM 547.257812 1561744661.1566
MEM 547.277344 1561744661.2638
MEM 547.382812 1561744661.3728
MEM 547.382812 1561744661.4816
MEM 547.546875 1561744661.5887
MEM 547.640625 1561744661.6956
MEM 547.824219 1561744661.8025
MEM 549.917969 1561744661.9092
MEM 573.812500 1561744662.0157
MEM 573.812500 1561744662.1223
MEM 582.343750 1561744662.2300
MEM 581.781250 1561744662.3367
MEM 583.214844 1561744662.4449
MEM 588.101562 1561744662.5517
MEM 590.453125 1561744662.6592
MEM 591.925781 1561744662.7667
MEM 603.914062 1561744662.8779
MEM 608.175781 1561744662.9847
MEM 621.292969 1561744663.0937
MEM 630.492188 1561744663.2016
MEM 638.101562 1561744663.3244
MEM 645.011719 1561744663.4320
MEM 644.445312 1561744663.5398
MEM 647.218750 1561744663.6479
MEM 648.332031 1561744663.7548
MEM 650.988281 1561744663.8686
MEM 653.101562 1561744663.9758
MEM 654.394531 1561744664.0845
MEM 656.128906 1561744664.1933
MEM 659.312500 1561744664.3007
MEM 660.250000 1561744664.4094
MEM 661.492188 1561744664.5168
MEM 661.761719 1561744664.6238
MEM 663.296875 1561744664.7320
MEM 665.273438 1561744664.8401
MEM 667.562500 1561744664.9493
MEM 669.355469 1561744665.0558
MEM 671.074219 1561744665.1644
MEM 673.875000 1561744665.2720
MEM 674.425781 1561744665.3799
MEM 676.738281 1561744665.4883
MEM 680.621094 1561744665.5969
MEM 680.261719 1561744665.7052
MEM 682.667969 1561744665.8130
MEM 683.917969 1561744665.9211
MEM 685.046875 1561744666.0282
MEM 687.273438 1561744666.1371
MEM 689.140625 1561744666.2438
MEM 691.246094 1561744666.3502
MEM 693.132812 1561744666.4587
MEM 694.917969 1561744666.5650
MEM 696.789062 1561744666.6760
MEM 697.589844 1561744666.7821
MEM 700.382812 1561744666.8896
MEM 700.238281 1561744666.9959
MEM 704.214844 1561744667.1040
MEM 702.621094 1561744667.2111
MEM 706.390625 1561744667.3178
MEM 706.257812 1561744667.4263
MEM 707.664062 1561744667.5334
MEM 709.414062 1561744667.6423
MEM 710.582031 1561744667.7489
MEM 714.382812 1561744667.8580
MEM 712.546875 1561744667.9645
MEM 715.136719 1561744668.0729
MEM 716.097656 1561744668.1795
MEM 716.515625 1561744668.2876
MEM 719.539062 1561744668.3962
MEM 720.066406 1561744668.5042
MEM 720.843750 1561744668.6111
MEM 720.980469 1561744668.7189
MEM 722.398438 1561744668.8277
MEM 722.226562 1561744668.9349
MEM 722.214844 1561744669.0433
MEM 724.730469 1561744669.1504
MEM 724.789062 1561744669.2575
MEM 727.269531 1561744669.3679
MEM 727.175781 1561744669.4744
MEM 729.347656 1561744669.5832
MEM 730.773438 1561744669.6911
MEM 730.906250 1561744669.7983
MEM 733.113281 1561744669.9049
MEM 734.953125 1561744670.0125
MEM 736.175781 1561744670.1202
MEM 739.753906 1561744670.2272
MEM 739.019531 1561744670.3358
MEM 740.578125 1561744670.4431
MEM 743.359375 1561744670.5526
MEM 744.312500 1561744670.6607
MEM 745.070312 1561744670.7699
MEM 746.652344 1561744670.8770
MEM 748.187500 1561744670.9850
MEM 748.949219 1561744671.0929
MEM 753.269531 1561744671.1990
MEM 755.367188 1561744671.3069
MEM 756.066406 1561744671.4132
MEM 757.578125 1561744671.5205
MEM 757.738281 1561744671.6290
MEM 759.019531 1561744671.7391
MEM 761.324219 1561744671.8474
MEM 765.632812 1561744671.9562
MEM 764.960938 1561744672.0654
MEM 768.414062 1561744672.1747
MEM 771.011719 1561744672.2828
MEM 771.824219 1561744672.3901
MEM 771.683594 1561744672.4980
MEM 772.863281 1561744672.6063
MEM 775.199219 1561744672.7140
MEM 777.660156 1561744672.8223
MEM 780.777344 1561744672.9321
MEM 781.125000 1561744673.0418
MEM 783.906250 1561744673.1500
MEM 785.070312 1561744673.2594
MEM 786.828125 1561744673.3670
MEM 789.390625 1561744673.4756
MEM 791.179688 1561744673.5852
MEM 793.753906 1561744673.6938
MEM 796.628906 1561744673.8092
MEM 796.042969 1561744673.9174
MEM 798.578125 1561744674.0254
MEM 800.117188 1561744674.1322
MEM 802.468750 1561744674.2411
MEM 802.554688 1561744674.3487
MEM 806.300781 1561744674.4560
MEM 805.960938 1561744674.5626
MEM 808.472656 1561744674.6701
MEM 810.550781 1561744674.7781
MEM 811.785156 1561744674.8851
MEM 813.507812 1561744674.9937
MEM 813.578125 1561744675.1020
MEM 818.453125 1561744675.2095
MEM 819.136719 1561744675.3171
MEM 820.410156 1561744675.4245
MEM 821.582031 1561744675.5317
MEM 823.000000 1561744675.6419
MEM 824.511719 1561744675.7490
MEM 827.015625 1561744675.8553
MEM 827.492188 1561744675.9625
MEM 830.621094 1561744676.0700
MEM 831.093750 1561744676.1775
MEM 833.101562 1561744676.2845
MEM 832.808594 1561744676.3926
MEM 836.070312 1561744676.5002
MEM 837.164062 1561744676.6074
MEM 839.382812 1561744676.7166
MEM 839.382812 1561744676.8242
MEM 841.734375 1561744676.9315
MEM 842.597656 1561744677.0393
MEM 843.503906 1561744677.1491
MEM 846.550781 1561744677.2562
MEM 848.386719 1561744677.3650
MEM 850.171875 1561744677.4724
MEM 854.718750 1561744677.5805
MEM 856.011719 1561744677.6894
MEM 857.101562 1561744677.7972
MEM 858.976562 1561744677.9053
MEM 860.714844 1561744678.0123
MEM 863.726562 1561744678.1235
MEM 864.367188 1561744678.2322
MEM 866.738281 1561744678.3402
MEM 867.710938 1561744678.4478
MEM 869.085938 1561744678.5571
MEM 870.878906 1561744678.6654
MEM 872.886719 1561744678.7734
MEM 876.054688 1561744678.8823
MEM 877.968750 1561744678.9896
MEM 878.863281 1561744679.0965
MEM 881.906250 1561744679.2031
MEM 883.851562 1561744679.3094
MEM 886.453125 1561744679.4176
MEM 888.398438 1561744679.5243
MEM 889.937500 1561744679.6320
MEM 891.757812 1561744679.7394
MEM 893.761719 1561744679.8472
MEM 897.640625 1561744679.9562
MEM 897.488281 1561744680.0632
MEM 899.878906 1561744680.1743
MEM 902.289062 1561744680.2815
MEM 903.855469 1561744680.3891
MEM 904.890625 1561744680.4955
MEM 906.765625 1561744680.6033
MEM 909.242188 1561744680.7116
MEM 911.953125 1561744680.8196
MEM 912.375000 1561744680.9304
MEM 913.984375 1561744681.0376
MEM 915.730469 1561744681.1463
MEM 918.718750 1561744681.2547
MEM 919.519531 1561744681.3615
MEM 920.980469 1561744681.4686
MEM 923.921875 1561744681.5771
MEM 928.160156 1561744681.6846
MEM 927.675781 1561744681.7932
MEM 930.695312 1561744681.9005
MEM 932.445312 1561744682.0072
MEM 935.937500 1561744682.1161
MEM 938.457031 1561744682.2265
MEM 940.992188 1561744682.3369
MEM 941.609375 1561744682.4436
MEM 945.296875 1561744682.5511
MEM 947.074219 1561744682.6589
MEM 947.957031 1561744682.7682
MEM 950.753906 1561744682.8758
MEM 953.628906 1561744682.9846
MEM 955.281250 1561744683.0918
MEM 957.320312 1561744683.1995
MEM 961.429688 1561744683.3072
MEM 964.535156 1561744683.4160
MEM 963.527344 1561744683.5239
MEM 967.929688 1561744683.6336
MEM 968.875000 1561744683.7437
MEM 971.335938 1561744683.8516
MEM 975.281250 1561744683.9594
MEM 975.722656 1561744684.0663
MEM 977.972656 1561744684.1752
MEM 981.023438 1561744684.2846
MEM 983.683594 1561744684.3936
MEM 985.781250 1561744684.5004
MEM 990.058594 1561744684.6089
MEM 991.164062 1561744684.7161
MEM 994.136719 1561744684.8233
MEM 996.531250 1561744684.9313
MEM 999.171875 1561744685.0383
MEM 1003.164062 1561744685.1464
MEM 1004.414062 1561744685.2537
MEM 1007.703125 1561744685.3637
MEM 1010.023438 1561744685.4714
MEM 1012.617188 1561744685.5794
MEM 1014.667969 1561744685.6894
MEM 1020.144531 1561744685.7974
MEM 1021.769531 1561744685.9056
MEM 1022.039062 1561744686.0143
MEM 1023.285156 1561744686.1247
MEM 1026.394531 1561744686.2333
MEM 1029.859375 1561744686.3415
MEM 1031.281250 1561744686.4484
MEM 1033.214844 1561744686.5565
MEM 1036.417969 1561744686.6638
MEM 1037.269531 1561744686.7716
MEM 1040.187500 1561744686.8796
MEM 1041.816406 1561744686.9877
MEM 1043.746094 1561744687.0974
MEM 1047.855469 1561744687.2055
MEM 1051.136719 1561744687.3141
MEM 1051.828125 1561744687.4216
MEM 1053.570312 1561744687.5289
MEM 1056.769531 1561744687.6367
MEM 1060.093750 1561744687.7446
MEM 1061.582031 1561744687.8521
MEM 1064.058594 1561744687.9607
MEM 1066.550781 1561744688.0696
MEM 1068.699219 1561744688.1765
MEM 1070.652344 1561744688.2844
MEM 1074.238281 1561744688.3943
MEM 1076.933594 1561744688.5027
MEM 1079.132812 1561744688.6105
MEM 1081.714844 1561744688.7165
MEM 1084.332031 1561744688.8239
MEM 1085.050781 1561744688.9315
MEM 1087.902344 1561744689.0412
MEM 1091.285156 1561744689.1480
MEM 1092.742188 1561744689.2577
MEM 1095.941406 1561744689.3659
MEM 1097.226562 1561744689.4736
MEM 1099.941406 1561744689.5806
MEM 1102.593750 1561744689.6894
MEM 1103.238281 1561744689.7994
MEM 1105.664062 1561744689.9055
MEM 1108.835938 1561744690.0115
MEM 1111.148438 1561744690.1189
MEM 1113.429688 1561744690.2268
MEM 1116.515625 1561744690.3336
MEM 1118.371094 1561744690.4404
MEM 1121.250000 1561744690.5475
MEM 1121.781250 1561744690.6546
MEM 1124.992188 1561744690.7635
MEM 1128.738281 1561744690.8719
MEM 1129.734375 1561744690.9785
MEM 1133.589844 1561744691.0867
MEM 1134.937500 1561744691.1945
MEM 1137.710938 1561744691.3029
MEM 1140.921875 1561744691.4105
MEM 1142.878906 1561744691.5185
MEM 1144.917969 1561744691.6272
MEM 1148.300781 1561744691.7365
MEM 1150.101562 1561744691.8435
MEM 1152.691406 1561744691.9518
MEM 1155.546875 1561744692.0598
MEM 1159.332031 1561744692.1666
MEM 1162.441406 1561744692.2751
MEM 1165.476562 1561744692.3855
MEM 1167.519531 1561744692.4925
MEM 1170.066406 1561744692.6007
MEM 1172.562500 1561744692.7079
MEM 1174.984375 1561744692.8155
MEM 1178.027344 1561744692.9243
MEM 1180.605469 1561744693.0322
MEM 1183.765625 1561744693.1395
MEM 1187.769531 1561744693.2465
MEM 1190.253906 1561744693.3538
MEM 1193.867188 1561744693.4621
MEM 1195.894531 1561744693.5700
MEM 1195.902344 1561744693.6828
MEM 1195.914062 1561744693.7901
MEM 1197.351562 1561744693.8975
