CMDLINE c:\users\hinjeniero\appdata\local\programs\python\python37\python.exe .\main.py -high
MEM 0.636719 1561743426.9155
MEM 12.882812 1561743427.0235
MEM 18.683594 1561743427.1325
MEM 24.050781 1561743427.2429
MEM 27.566406 1561743427.3545
MEM 31.226562 1561743427.4635
MEM 38.222656 1561743427.5732
MEM 45.792969 1561743427.6814
MEM 47.304688 1561743427.7915
MEM 47.304688 1561743427.9015
MEM 47.304688 1561743428.0076
MEM 47.304688 1561743428.1146
MEM 47.312500 1561743428.2209
MEM 47.039062 1561743428.3289
MEM 50.417969 1561743428.4369
MEM 55.148438 1561743428.5450
MEM 61.285156 1561743428.6525
MEM 65.847656 1561743428.7600
MEM 69.292969 1561743428.8661
MEM 73.703125 1561743428.9733
MEM 76.066406 1561743429.0798
MEM 78.316406 1561743429.1876
MEM 76.675781 1561743429.2954
MEM 82.812500 1561743429.4020
MEM 85.195312 1561743429.5080
MEM 116.214844 1561743429.6169
MEM 165.210938 1561743429.7240
MEM 189.921875 1561743429.8321
MEM 201.832031 1561743429.9399
MEM 203.496094 1561743430.0486
MEM 204.156250 1561743430.1577
MEM 207.839844 1561743430.2667
MEM 210.578125 1561743430.3751
MEM 212.457031 1561743430.4843
MEM 215.156250 1561743430.5937
MEM 217.507812 1561743430.7001
MEM 220.355469 1561743430.8082
MEM 225.585938 1561743430.9161
MEM 234.414062 1561743431.0246
MEM 237.605469 1561743431.1330
MEM 241.593750 1561743431.2401
MEM 243.152344 1561743431.3481
MEM 243.898438 1561743431.4559
MEM 247.937500 1561743431.5639
MEM 248.402344 1561743431.6714
MEM 252.398438 1561743431.7792
MEM 252.722656 1561743431.8852
MEM 252.828125 1561743431.9932
MEM 255.539062 1561743432.1001
MEM 261.906250 1561743432.2094
MEM 265.335938 1561743432.3162
MEM 265.855469 1561743432.4239
MEM 269.382812 1561743432.5311
MEM 273.179688 1561743432.6375
MEM 285.988281 1561743432.7451
MEM 296.500000 1561743432.8522
MEM 293.371094 1561743432.9601
MEM 293.453125 1561743433.0685
MEM 294.292969 1561743433.1751
MEM 295.257812 1561743433.2823
MEM 298.394531 1561743433.3892
MEM 300.007812 1561743433.4977
MEM 301.757812 1561743433.6037
MEM 304.421875 1561743433.7103
MEM 305.058594 1561743433.8181
MEM 306.863281 1561743433.9244
MEM 308.242188 1561743434.0311
MEM 310.125000 1561743434.1383
MEM 311.371094 1561743434.2452
MEM 313.285156 1561743434.3525
MEM 314.890625 1561743434.4592
MEM 315.050781 1561743434.5653
MEM 318.210938 1561743434.6733
MEM 322.875000 1561743434.7811
MEM 322.722656 1561743434.8873
MEM 323.738281 1561743434.9952
MEM 325.960938 1561743435.1033
MEM 328.097656 1561743435.2102
MEM 329.507812 1561743435.3184
MEM 330.574219 1561743435.4263
MEM 332.324219 1561743435.5333
MEM 334.003906 1561743435.6404
MEM 335.925781 1561743435.7494
MEM 335.699219 1561743435.8587
MEM 336.296875 1561743435.9664
MEM 337.417969 1561743436.0754
MEM 337.421875 1561743436.1826
MEM 337.765625 1561743436.2935
MEM 339.039062 1561743436.4015
MEM 339.242188 1561743436.5092
MEM 340.738281 1561743436.6164
MEM 341.339844 1561743436.7236
MEM 341.343750 1561743436.8312
MEM 341.351562 1561743436.9390
MEM 341.515625 1561743437.0463
MEM 320.570312 1561743437.1542
MEM 323.582031 1561743437.2627
MEM 324.742188 1561743437.3712
MEM 333.441406 1561743437.4771
MEM 342.601562 1561743437.5833
MEM 340.679688 1561743437.6913
MEM 340.773438 1561743437.7998
MEM 348.179688 1561743437.9082
MEM 349.695312 1561743438.0163
MEM 360.554688 1561743438.1243
MEM 362.414062 1561743438.2318
MEM 366.074219 1561743438.3395
MEM 369.992188 1561743438.4454
MEM 360.722656 1561743438.5534
MEM 362.722656 1561743438.6624
MEM 362.734375 1561743438.7695
MEM 365.453125 1561743438.8767
MEM 366.855469 1561743438.9838
MEM 370.632812 1561743439.0915
MEM 370.632812 1561743439.1985
MEM 370.632812 1561743439.3062
MEM 337.132812 1561743439.4127
MEM 340.382812 1561743439.5223
MEM 344.902344 1561743439.6303
MEM 352.507812 1561743439.7366
MEM 355.843750 1561743439.8435
MEM 355.980469 1561743439.9504
MEM 355.980469 1561743440.0593
MEM 357.320312 1561743440.1663
MEM 366.214844 1561743440.2732
MEM 369.714844 1561743440.3805
MEM 372.738281 1561743440.4878
MEM 379.742188 1561743440.5943
MEM 381.535156 1561743440.7004
MEM 386.492188 1561743440.8074
MEM 388.765625 1561743440.9144
MEM 391.667969 1561743441.0206
MEM 393.734375 1561743441.1277
MEM 363.964844 1561743441.2372
MEM 366.792969 1561743441.3434
MEM 371.027344 1561743441.4515
MEM 371.812500 1561743441.5583
MEM 378.605469 1561743441.6658
MEM 381.085938 1561743441.7732
MEM 384.183594 1561743441.8802
MEM 387.851562 1561743441.9886
MEM 388.976562 1561743442.0967
MEM 394.789062 1561743442.2027
MEM 399.332031 1561743442.3104
MEM 400.738281 1561743442.4180
MEM 405.582031 1561743442.5256
MEM 412.699219 1561743442.6338
MEM 415.554688 1561743442.7421
MEM 385.746094 1561743442.8497
MEM 385.343750 1561743442.9573
MEM 387.691406 1561743443.0655
MEM 390.789062 1561743443.1743
MEM 395.085938 1561743443.2813
MEM 396.019531 1561743443.3896
MEM 400.988281 1561743443.4964
MEM 407.433594 1561743443.6033
MEM 414.187500 1561743443.7113
MEM 418.914062 1561743443.8182
MEM 422.800781 1561743443.9244
MEM 423.792969 1561743444.0325
MEM 429.175781 1561743444.1402
MEM 429.644531 1561743444.2465
MEM 436.093750 1561743444.3533
MEM 442.226562 1561743444.4603
MEM 446.261719 1561743444.5670
MEM 446.082031 1561743444.6754
MEM 450.441406 1561743444.7838
MEM 457.269531 1561743444.8904
MEM 476.808594 1561743444.9974
MEM 495.761719 1561743445.1035
MEM 511.546875 1561743445.2106
MEM 556.425781 1561743445.3175
MEM 604.242188 1561743445.4239
MEM 599.136719 1561743445.5306
MEM 600.238281 1561743445.6370
MEM 603.730469 1561743445.7435
MEM 607.406250 1561743445.8498
MEM 609.046875 1561743445.9563
MEM 611.449219 1561743446.0635
MEM 615.636719 1561743446.1755
MEM 618.085938 1561743446.2816
MEM 620.429688 1561743446.3885
MEM 592.617188 1561743446.4955
MEM 593.171875 1561743446.6016
MEM 595.566406 1561743446.7075
MEM 596.671875 1561743446.8178
MEM 600.312500 1561743446.9255
MEM 600.855469 1561743447.0319
MEM 602.726562 1561743447.1386
MEM 604.078125 1561743447.2455
MEM 605.667969 1561743447.3514
MEM 608.667969 1561743447.4584
MEM 610.886719 1561743447.5649
MEM 613.746094 1561743447.6717
MEM 616.281250 1561743447.7779
MEM 619.828125 1561743447.8844
MEM 622.687500 1561743447.9917
MEM 625.226562 1561743448.0974
MEM 628.953125 1561743448.2043
MEM 630.410156 1561743448.3116
MEM 634.281250 1561743448.4185
MEM 637.773438 1561743448.5249
MEM 638.226562 1561743448.6317
MEM 642.914062 1561743448.7399
MEM 643.535156 1561743448.8468
MEM 646.710938 1561743448.9528
MEM 647.718750 1561743449.0596
MEM 625.441406 1561743449.1662
MEM 628.828125 1561743449.2732
MEM 633.531250 1561743449.3807
MEM 643.492188 1561743449.4877
MEM 653.425781 1561743449.5948
MEM 654.871094 1561743449.7018
MEM 654.871094 1561743449.8094
MEM 654.871094 1561743449.9156
MEM 654.871094 1561743450.0231
MEM 654.871094 1561743450.1299
MEM 654.871094 1561743450.2366
MEM 654.871094 1561743450.3429
MEM 654.871094 1561743450.4503
MEM 654.871094 1561743450.5581
MEM 654.871094 1561743450.6654
MEM 654.871094 1561743450.7715
MEM 654.871094 1561743450.8782
MEM 654.871094 1561743450.9848
MEM 654.871094 1561743451.0919
MEM 654.871094 1561743451.1979
MEM 654.871094 1561743451.3057
MEM 654.871094 1561743451.4133
MEM 654.871094 1561743451.5195
MEM 654.871094 1561743451.6264
MEM 654.871094 1561743451.7339
MEM 654.871094 1561743451.8407
MEM 654.871094 1561743451.9476
MEM 654.871094 1561743452.0548
MEM 654.871094 1561743452.1617
MEM 654.871094 1561743452.2690
MEM 654.871094 1561743452.3762
MEM 654.871094 1561743452.4834
MEM 654.871094 1561743452.5909
MEM 654.871094 1561743452.6976
MEM 654.871094 1561743452.8050
MEM 654.871094 1561743452.9126
MEM 654.871094 1561743453.0194
MEM 654.871094 1561743453.1273
MEM 654.871094 1561743453.2352
MEM 654.871094 1561743453.3424
MEM 654.871094 1561743453.4498
MEM 654.871094 1561743453.5569
MEM 654.871094 1561743453.6640
MEM 654.871094 1561743453.7717
MEM 654.871094 1561743453.8789
