CMDLINE c:\users\hinjeniero\appdata\local\programs\python\python37\python.exe .\main.py
MEM 0.449219 1560017161.0583
MEM 13.324219 1560017161.1593
MEM 21.261719 1560017161.2593
MEM 27.519531 1560017161.3603
MEM 32.746094 1560017161.4613
MEM 42.558594 1560017161.5613
MEM 47.882812 1560017161.6623
MEM 47.882812 1560017161.7633
MEM 47.882812 1560017161.8633
MEM 47.882812 1560017161.9633
MEM 47.882812 1560017162.0643
MEM 47.890625 1560017162.1653
MEM 47.082031 1560017162.2663
MEM 51.386719 1560017162.3663
MEM 57.515625 1560017162.4673
MEM 62.929688 1560017162.5683
MEM 66.445312 1560017162.6683
MEM 69.351562 1560017162.7693
MEM 74.898438 1560017162.8693
MEM 76.179688 1560017162.9703
MEM 76.312500 1560017163.0703
MEM 76.687500 1560017163.1703
MEM 76.910156 1560017163.2713
MEM 83.117188 1560017163.3719
MEM 83.367188 1560017163.4729
MEM 104.832031 1560017163.5739
MEM 122.687500 1560017163.6740
MEM 121.945312 1560017163.7750
MEM 122.667969 1560017163.8750
MEM 122.585938 1560017163.9760
MEM 126.140625 1560017164.0760
MEM 127.144531 1560017164.1766
MEM 128.933594 1560017164.2775
MEM 128.101562 1560017164.3775
MEM 129.742188 1560017164.4785
MEM 132.652344 1560017164.5785
MEM 134.906250 1560017164.6785
MEM 134.554688 1560017164.7789
MEM 136.550781 1560017164.8800
MEM 136.566406 1560017164.9800
MEM 137.187500 1560017165.0810
MEM 138.882812 1560017165.1819
MEM 140.683594 1560017165.2820
MEM 142.515625 1560017165.3830
MEM 153.523438 1560017165.4834
MEM 164.257812 1560017165.5839
MEM 147.457031 1560017165.6840
MEM 148.925781 1560017165.7850
MEM 149.332031 1560017165.8850
MEM 149.636719 1560017165.9851
MEM 150.890625 1560017166.0861
MEM 151.679688 1560017166.1866
MEM 152.062500 1560017166.2866
MEM 152.843750 1560017166.3876
MEM 154.171875 1560017166.4876
MEM 154.175781 1560017166.5886
MEM 155.171875 1560017166.6886
MEM 155.171875 1560017166.7896
MEM 155.382812 1560017166.8896
MEM 155.464844 1560017166.9906
MEM 155.957031 1560017167.0906
MEM 156.027344 1560017167.1916
MEM 156.089844 1560017167.2916
MEM 156.121094 1560017167.3926
MEM 156.152344 1560017167.4926
MEM 156.710938 1560017167.5936
MEM 157.449219 1560017167.6936
MEM 157.464844 1560017167.7946
MEM 158.730469 1560017167.8956
MEM 166.417969 1560017167.9956
MEM 167.375000 1560017168.0966
MEM 160.976562 1560017168.1971
MEM 162.199219 1560017168.2972
MEM 165.425781 1560017168.3977
MEM 169.789062 1560017168.4978
MEM 171.312500 1560017168.5987
MEM 173.750000 1560017168.6988
MEM 177.121094 1560017168.7998
MEM 179.656250 1560017168.8998
MEM 181.398438 1560017168.9998
MEM 183.976562 1560017169.1008
MEM 189.312500 1560017169.2013
MEM 191.554688 1560017169.3013
MEM 198.851562 1560017169.4013
MEM 202.195312 1560017169.5023
MEM 205.066406 1560017169.6024
MEM 213.171875 1560017169.7034
MEM 213.859375 1560017169.8035
MEM 215.253906 1560017169.9044
MEM 218.199219 1560017170.0050
MEM 221.738281 1560017170.1050
MEM 226.695312 1560017170.2060
MEM 236.164062 1560017170.3060
MEM 234.863281 1560017170.4060
MEM 235.835938 1560017170.5061
MEM 236.976562 1560017170.6061
MEM 238.019531 1560017170.7071
MEM 239.550781 1560017170.8071
MEM 240.839844 1560017170.9071
MEM 242.253906 1560017171.0080
MEM 243.273438 1560017171.1081
MEM 244.933594 1560017171.2086
MEM 245.835938 1560017171.3086
MEM 247.121094 1560017171.4086
MEM 248.441406 1560017171.5096
MEM 249.968750 1560017171.6106
MEM 254.218750 1560017171.7116
MEM 263.875000 1560017171.8116
MEM 273.613281 1560017171.9126
MEM 275.847656 1560017172.0129
MEM 275.847656 1560017172.1130
MEM 275.847656 1560017172.2133
MEM 275.847656 1560017172.3140
MEM 275.851562 1560017172.4149
MEM 275.855469 1560017172.5157
MEM 275.855469 1560017172.6167
MEM 275.855469 1560017172.7169
MEM 275.855469 1560017172.8169
MEM 275.855469 1560017172.9172
MEM 275.855469 1560017173.0179
MEM 275.855469 1560017173.1189
MEM 275.855469 1560017173.2190
MEM 275.855469 1560017173.3199
MEM 275.855469 1560017173.4209
MEM 275.855469 1560017173.5209
MEM 275.855469 1560017173.6212
MEM 275.855469 1560017173.7221
MEM 275.855469 1560017173.8228
MEM 275.855469 1560017173.9238
MEM 275.855469 1560017174.0238
MEM 275.855469 1560017174.1238
MEM 275.855469 1560017174.2238
MEM 275.855469 1560017174.3245
MEM 276.406250 1560017174.4250
MEM 276.406250 1560017174.5250
MEM 276.414062 1560017174.6250
MEM 276.414062 1560017174.7251
MEM 276.414062 1560017174.8261
MEM 276.414062 1560017174.9261
MEM 276.414062 1560017175.0271
MEM 276.398438 1560017175.1281
MEM 276.398438 1560017175.2287
MEM 276.398438 1560017175.3291
MEM 276.398438 1560017175.4301
MEM 276.398438 1560017175.5310
MEM 276.398438 1560017175.6317
MEM 276.398438 1560017175.7317
MEM 276.398438 1560017175.8320
MEM 276.398438 1560017175.9325
MEM 276.398438 1560017176.0326
MEM 276.398438 1560017176.1335
MEM 276.398438 1560017176.2338
MEM 276.398438 1560017176.3340
MEM 276.398438 1560017176.4351
MEM 276.398438 1560017176.5356
MEM 276.398438 1560017176.6361
MEM 276.398438 1560017176.7363
MEM 276.398438 1560017176.8364
MEM 276.398438 1560017176.9373
MEM 276.398438 1560017177.0375
MEM 282.007812 1560017177.1376
MEM 291.472656 1560017177.2386
MEM 303.421875 1560017177.3396
MEM 301.343750 1560017177.4406
MEM 301.343750 1560017177.5418
MEM 301.343750 1560017177.6428
MEM 301.347656 1560017177.7432
MEM 301.347656 1560017177.8436
MEM 301.351562 1560017177.9445
MEM 301.351562 1560017178.0449
MEM 301.378906 1560017178.1451
MEM 301.382812 1560017178.2457
MEM 301.386719 1560017178.3457
MEM 301.390625 1560017178.4467
MEM 301.394531 1560017178.5467
MEM 301.394531 1560017178.6469
MEM 301.398438 1560017178.7479
MEM 301.398438 1560017178.8480
MEM 301.398438 1560017178.9481
MEM 301.398438 1560017179.0484
MEM 301.398438 1560017179.1487
MEM 301.402344 1560017179.2496
MEM 301.410156 1560017179.3506
MEM 301.417969 1560017179.4506
MEM 301.429688 1560017179.5509
MEM 301.492188 1560017179.6509
MEM 301.492188 1560017179.7521
MEM 301.492188 1560017179.8528
MEM 301.492188 1560017179.9528
MEM 301.492188 1560017180.0541
MEM 301.492188 1560017180.1549
MEM 301.492188 1560017180.2549
MEM 301.492188 1560017180.3556
MEM 301.492188 1560017180.4562
MEM 301.492188 1560017180.5566
MEM 301.492188 1560017180.6575
MEM 301.492188 1560017180.7583
MEM 301.492188 1560017180.8595
MEM 301.492188 1560017180.9603
MEM 301.492188 1560017181.0604
MEM 301.492188 1560017181.1612
MEM 301.492188 1560017181.2617
MEM 301.492188 1560017181.3620
MEM 301.492188 1560017181.4632
MEM 301.492188 1560017181.5636
MEM 301.492188 1560017181.6643
MEM 301.492188 1560017181.7652
MEM 301.492188 1560017181.8657
MEM 301.492188 1560017181.9662
MEM 301.492188 1560017182.0665
MEM 302.121094 1560017182.1665
MEM 302.121094 1560017182.2675
MEM 302.121094 1560017182.3681
MEM 302.121094 1560017182.4690
MEM 302.121094 1560017182.5690
MEM 302.121094 1560017182.6700
MEM 302.148438 1560017182.7710
MEM 302.148438 1560017182.8711
MEM 302.148438 1560017182.9721
MEM 302.148438 1560017183.0722
MEM 302.148438 1560017183.1722
MEM 302.148438 1560017183.2730
MEM 302.148438 1560017183.3731
MEM 302.148438 1560017183.4732
MEM 302.148438 1560017183.5733
MEM 302.148438 1560017183.6733
MEM 302.148438 1560017183.7743
MEM 302.148438 1560017183.8746
MEM 302.148438 1560017183.9746
MEM 302.148438 1560017184.0746
MEM 302.148438 1560017184.1756
MEM 302.148438 1560017184.2756
MEM 302.148438 1560017184.3766
MEM 302.148438 1560017184.4766
MEM 302.148438 1560017184.5767
MEM 302.148438 1560017184.6767
MEM 302.148438 1560017184.7767
MEM 302.148438 1560017184.8777
MEM 302.148438 1560017184.9777
MEM 302.191406 1560017185.0787
MEM 302.191406 1560017185.1797
MEM 302.191406 1560017185.2807
MEM 302.191406 1560017185.3817
MEM 302.191406 1560017185.4817
MEM 302.191406 1560017185.5827
MEM 302.191406 1560017185.6837
MEM 302.191406 1560017185.7838
MEM 302.191406 1560017185.8847
MEM 302.191406 1560017185.9847
MEM 302.191406 1560017186.0857
MEM 302.191406 1560017186.1867
MEM 302.191406 1560017186.2877
MEM 302.191406 1560017186.3877
MEM 302.191406 1560017186.4877
MEM 302.191406 1560017186.5877
MEM 302.191406 1560017186.6887
MEM 302.191406 1560017186.7897
MEM 302.191406 1560017186.8897
MEM 302.191406 1560017186.9897
MEM 302.191406 1560017187.0897
MEM 302.191406 1560017187.1907
MEM 302.191406 1560017187.2917
MEM 302.191406 1560017187.3917
MEM 302.191406 1560017187.4918
MEM 312.167969 1560017187.5927
MEM 311.835938 1560017187.6937
MEM 313.613281 1560017187.7947
MEM 331.105469 1560017187.8947
MEM 340.574219 1560017187.9957
MEM 338.796875 1560017188.0957
MEM 344.656250 1560017188.1967
MEM 349.925781 1560017188.2977
MEM 350.136719 1560017188.3987
MEM 350.347656 1560017188.4997
MEM 350.347656 1560017188.5997
MEM 350.410156 1560017188.7007
MEM 350.410156 1560017188.8007
MEM 350.410156 1560017188.9013
MEM 350.410156 1560017189.0023
MEM 351.421875 1560017189.1033
MEM 351.429688 1560017189.2043
MEM 351.429688 1560017189.3043
MEM 351.433594 1560017189.4043
MEM 351.468750 1560017189.5052
MEM 351.488281 1560017189.6052
MEM 351.554688 1560017189.7053
MEM 351.554688 1560017189.8063
MEM 351.648438 1560017189.9073
MEM 351.652344 1560017190.0083
MEM 351.714844 1560017190.1092
MEM 351.714844 1560017190.2102
MEM 351.714844 1560017190.3112
MEM 351.734375 1560017190.4113
MEM 351.812500 1560017190.5122
MEM 355.402344 1560017190.6123
MEM 374.109375 1560017190.7132
MEM 390.613281 1560017190.8133
MEM 378.523438 1560017190.9142
MEM 380.972656 1560017191.0143
MEM 385.855469 1560017191.1143
MEM 389.464844 1560017191.2143
MEM 391.546875 1560017191.3153
MEM 393.437500 1560017191.4153
MEM 395.277344 1560017191.5163
MEM 397.710938 1560017191.6168
MEM 397.765625 1560017191.7168
MEM 399.660156 1560017191.8168
MEM 402.867188 1560017191.9178
MEM 413.390625 1560017192.0178
MEM 420.398438 1560017192.1188
MEM 421.664062 1560017192.2188
MEM 430.453125 1560017192.3198
MEM 452.871094 1560017192.4208
MEM 462.355469 1560017192.5218
MEM 463.828125 1560017192.6218
MEM 462.890625 1560017192.7229
MEM 464.250000 1560017192.8238
MEM 465.199219 1560017192.9248
MEM 468.125000 1560017193.0258
MEM 470.042969 1560017193.1258
MEM 471.089844 1560017193.2268
MEM 471.746094 1560017193.3278
MEM 473.578125 1560017193.4288
MEM 474.355469 1560017193.5288
MEM 477.101562 1560017193.6298
MEM 478.921875 1560017193.7308
MEM 480.265625 1560017193.8308
MEM 482.625000 1560017193.9318
MEM 482.968750 1560017194.0328
MEM 486.261719 1560017194.1338
MEM 487.000000 1560017194.2348
MEM 489.156250 1560017194.3358
MEM 489.312500 1560017194.4358
MEM 491.414062 1560017194.5358
MEM 494.738281 1560017194.6368
MEM 494.710938 1560017194.7378
MEM 499.019531 1560017194.8378
MEM 497.714844 1560017194.9388
MEM 499.640625 1560017195.0388
MEM 500.132812 1560017195.1388
MEM 502.527344 1560017195.2398
MEM 504.605469 1560017195.3398
MEM 504.648438 1560017195.4398
MEM 507.097656 1560017195.5408
MEM 508.875000 1560017195.6418
MEM 510.421875 1560017195.7418
MEM 510.480469 1560017195.8428
MEM 514.347656 1560017195.9428
MEM 515.808594 1560017196.0438
MEM 517.000000 1560017196.1438
MEM 518.828125 1560017196.2438
MEM 519.003906 1560017196.3438
MEM 522.824219 1560017196.4439
MEM 523.511719 1560017196.5448
MEM 526.023438 1560017196.6448
MEM 528.703125 1560017196.7449
MEM 529.406250 1560017196.8459
MEM 530.792969 1560017196.9468
MEM 533.820312 1560017197.0478
MEM 533.820312 1560017197.1478
MEM 536.945312 1560017197.2479
MEM 537.054688 1560017197.3489
MEM 539.152344 1560017197.4499
MEM 540.199219 1560017197.5499
MEM 543.742188 1560017197.6509
MEM 543.898438 1560017197.7509
MEM 544.746094 1560017197.8519
MEM 545.578125 1560017197.9519
MEM 548.109375 1560017198.0519
MEM 551.812500 1560017198.1519
MEM 551.535156 1560017198.2529
MEM 554.210938 1560017198.3529
MEM 556.417969 1560017198.4529
MEM 559.074219 1560017198.5539
MEM 560.089844 1560017198.6539
MEM 561.597656 1560017198.7539
MEM 562.277344 1560017198.8549
MEM 564.910156 1560017198.9559
MEM 566.699219 1560017199.0559
MEM 568.570312 1560017199.1559
MEM 570.636719 1560017199.2569
MEM 572.406250 1560017199.3579
MEM 573.359375 1560017199.4579
MEM 576.363281 1560017199.5579
MEM 577.187500 1560017199.6589
MEM 579.218750 1560017199.7589
MEM 581.160156 1560017199.8599
MEM 581.953125 1560017199.9609
MEM 584.796875 1560017200.0619
MEM 586.699219 1560017200.1619
MEM 587.546875 1560017200.2619
MEM 591.734375 1560017200.3629
MEM 592.437500 1560017200.4629
MEM 594.035156 1560017200.5639
MEM 596.652344 1560017200.6649
MEM 598.097656 1560017200.7659
MEM 599.914062 1560017200.8659
MEM 600.839844 1560017200.9669
MEM 603.718750 1560017201.0669
MEM 638.656250 1560017201.1679
MEM 641.164062 1560017201.2689
MEM 641.746094 1560017201.3699
MEM 643.398438 1560017201.4700
MEM 644.703125 1560017201.5700
MEM 647.593750 1560017201.6703
MEM 649.843750 1560017201.7703
MEM 651.535156 1560017201.8713
MEM 653.878906 1560017201.9723
MEM 689.378906 1560017202.0723
MEM 691.589844 1560017202.1732
MEM 693.074219 1560017202.2732
MEM 700.945312 1560017202.3742
MEM 741.488281 1560017202.4743
